combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,35,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-137.2,-124.4,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,36,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-129.66666666666666,-126.8,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,37,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-132.13333333333333,-126.73333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,38,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-122.6,-125.93333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,39,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-131.26666666666668,-130.93333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,40,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-141.73333333333332,-122.33333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,41,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-146.4,-124.73333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,42,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-141.66666666666666,-119.73333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,43,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-129.6,-124.73333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,44,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-126.0,-119.53333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,45,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-132.46666666666667,-119.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,46,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-128.4,-120.8,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,47,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-118.4,-121.73333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,48,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-125.2,-117.53333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,49,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-133.53333333333333,-125.2,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,50,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-124.33333333333333,-121.26666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,51,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-124.46666666666667,-124.66666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,52,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-126.66666666666667,-120.26666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,53,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-143.73333333333332,-129.4,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,54,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-139.73333333333332,-122.2,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,55,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-124.4,-124.26666666666667,1.0,0.5,
